accession,length,I1_hi_conf_frac,I2_mean_plddt,I3_plddt_entropy,C1_low_conf_frac,C2_pae_offdiag,msa_depth
SYN0000000,760,0.7394734363606821,54.67363564925854,0.4799699993908132,0.21944343575149527,0.648671154569161,9.63963587193929
SYN0000001,530,0.876112764622517,81.53177749051255,0.25117381689085333,0.1272865815133703,,6.134888939430412
SYN0000002,572,0.518209041615936,69.70517515296577,0.7076523879196726,0.22586142953560856,0.5715754722005091,5.538663441773744
SYN0000003,725,0.44873635854845734,74.59709821353148,0.6070645122158898,0.15832815366743233,,
SYN0000004,496,0.6954057705531602,84.02052466144944,0.5983252560066785,0.2937310265598387,0.4353794309627833,23.13495459111353
SYN0000005,638,0.6674250016741159,51.20241005980711,0.43602071597350156,0.10344571764761747,0.4651525505493995,8.876785328024575
SYN0000006,680,0.7321411641426405,62.590439114209275,0.7205853120898633,0.5472735237674962,0.9046951712598332,9.256710203164282
SYN0000007,242,0.8668142995139633,74.10401812158085,0.16607766282826025,0.03289196234222351,0.07110034997905494,18.06270964527151
SYN0000008,119,0.7711000329872306,76.70513743998687,0.2598152676143265,0.030915300601557092,-0.07574652119096116,
SYN0000009,296,0.6843395119214012,67.47510659518684,0.4151807730071082,0.0995202849285094,0.06748581995702795,5.728169034716822
SYN0000010,285,0.487780327817768,84.35015079237418,0.7324813974613716,0.2447010696436037,-0.17793645099597305,
SYN0000011,708,0.36158608029964673,74.52473926595565,0.6294677423386781,0.2678816620390314,,4.25418506273834
SYN0000012,737,0.8714670359056149,57.43941433406568,0.28227472835409184,0.15374176425970676,,12.011147212148776
SYN0000013,83,0.6050202796442161,60.83083468811226,0.7372028671486315,0.34222314679284765,0.2649567897592464,4.1342271164377715
SYN0000014,439,0.5192500539029979,81.66565272593547,0.9176856085807087,0.5630643375162934,0.2622759618052629,11.830199912476958
SYN0000015,671,0.8177464249416453,77.56597747747271,0.30429112905584355,0.12203755399748882,,
SYN0000016,174,0.8512978987530182,49.21126513192078,0.2189627001533706,0.0702605989063888,-0.09862193268051439,5.887463232655292
SYN0000017,653,0.8685564594336097,88.1725476463489,0.18739448790741914,0.05595094734102885,0.5768460556335773,29.04781049118801
SYN0000018,165,0.7132280803145321,79.17632437312665,0.637571294130886,0.3507993744454181,0.22425939114526572,23.77529873756063
SYN0000019,416,0.5976863476899867,88.12011585235798,0.6523054204543388,0.24999176814432555,0.09550650504444844,
SYN0000020,667,0.7116574091477103,67.395589427099,0.702856571380785,0.4145139805284952,0.8326031888948613,
SYN0000021,298,0.883292300134953,68.45152534401208,0.2431774531143207,0.12646975324927368,0.07927258966535132,36.91219470591631
SYN0000022,325,0.49963308514920307,58.48251498298417,0.7529562699908441,0.25332318484164107,0.45042144559644304,13.452342921242764
SYN0000023,280,0.6125951453792149,100.0,0.6093720850423048,0.22196723042151967,0.06460595589225156,
SYN0000024,598,0.7377727201181835,69.89454929511422,0.7481108703150148,0.5141164095668017,0.5650440616013013,9.509458583447806
SYN0000025,263,0.562175092599642,91.05039830498335,0.5072690174078945,0.06944411000753659,0.07280474619741309,8.520703254969067
SYN0000026,793,0.5962545826990379,64.23249058335264,0.5944302950423391,0.190684877741377,0.47393925800049164,
SYN0000027,400,0.8577327402337486,73.96609430799721,0.29059441894338855,0.1483271591771371,,9.415482700570706
SYN0000028,424,0.7610524150593947,51.94377016115904,0.5355510834243195,0.29660349848371415,0.5332962321095963,23.591914641041686
SYN0000029,443,0.32979430787741343,67.40559421479877,0.39794781814787744,0.06815351027046394,0.12036392830361725,
SYN0000030,499,0.7692336761922215,83.80505890080033,0.43574847843925224,0.20498215463147373,0.06640529889556068,7.645306361225248
SYN0000031,478,0.4794422387318445,56.97907421310604,0.9695127476852227,0.5099294910466218,,4.094569608068857
SYN0000032,446,0.8920402620541138,84.86673053921534,0.29613173467990583,0.18817199673401963,,33.987372116723385
SYN0000033,796,0.9636561452675643,76.04685379018156,0.06629450386466001,0.029950649132224262,0.2883923741687149,4.210902543622966
SYN0000034,661,0.7876631891673395,59.47258890018893,0.33107125227006473,0.11873444143740419,0.7575781390487786,
SYN0000035,650,0.5669595049957414,65.98083274289192,0.6634351338868144,0.23039463888255587,0.5918424739557674,
SYN0000036,584,0.48520357188141716,66.49121187953504,0.848860826468839,0.3636572545874218,0.5881844568691876,
SYN0000037,527,0.8585922048838421,71.40576794468997,0.4012996157933636,0.25989182067720573,0.4488981069468023,49.14802444941039
SYN0000038,325,0.8666925565046096,65.56627240868289,0.21112030026936368,0.0778128567739733,0.1512382330387328,51.71508531680453
SYN0000039,792,0.7678151272503211,62.072545190345565,0.34564674293065867,0.11346187018097974,0.812394641938116,
SYN0000040,415,0.4811860080572248,68.3449475698222,0.8288752593840103,0.3476892513267856,0.481115328928296,15.105940307437502
SYN0000041,235,0.5245167604749886,59.67732313669141,0.7917859582258755,0.31630271870086407,,
SYN0000042,688,0.5213277083307516,56.525681128283075,0.6957978049625173,0.2171255132932689,0.9381546612395317,
SYN0000043,195,0.4634799472324957,71.4218822099117,0.7485098959684953,0.2850299487359995,0.3390215519653327,
SYN0000044,697,0.8015068504304682,82.59449070665482,0.4083231503264971,0.20983000075696528,0.3373788607708834,9.61646043833296
SYN0000045,521,0.8581891964045762,53.647539538591616,0.17047341241126668,0.028662608815842917,0.32792001411019056,6.395634248302179
SYN0000046,162,0.635402853664842,72.04209781756752,0.37941822810039066,0.014821081765232624,,
SYN0000047,111,0.8381794072243283,64.20052566238445,0.18866863703851128,0.026848044262839568,-0.008396559032628918,
SYN0000048,400,0.78031461342589,60.27425475438372,0.5405625669881874,0.3208771804140774,0.5302835266901668,
SYN0000049,105,0.6336402954402596,82.24125183257543,0.8639333496504992,0.5024263549092413,0.28585388229248704,22.61253449297314
SYN0000050,181,0.6019662256036329,65.78196373091201,0.7357301921078166,0.33769641771144954,0.19645314915087086,12.866026907865907
SYN0000051,450,0.6323681786478819,89.97962019677855,0.7483385242413081,0.3807067028891899,,9.979707878058175
SYN0000052,778,0.4300914521146702,62.64192763024328,0.7032233608851789,0.27313190877050875,0.8437019571528488,7.312170436722181
SYN0000053,415,0.8356219574459028,76.63802392350999,0.24959522357309205,0.08521718101899488,,10.425749310046344
SYN0000054,662,0.7175333733031427,69.27260392131356,0.5384838036459416,0.2560171769490844,0.8940451629396655,
SYN0000055,740,0.7517448012861683,62.95173829048364,0.46018139928490126,0.21192620057106953,,3.5466391994969633
SYN0000056,672,0.3483851055569168,79.05210051093303,0.3834243235164318,0.03503921795951498,0.4617683033086396,9.354466557600107
SYN0000057,533,0.4584297562266938,70.14020912310231,0.7456041324892819,0.2871743762625882,,14.908367705550539
SYN0000058,397,0.823103344078844,79.23852696856376,0.5001362020794604,0.32323954615830436,0.2542941686300413,19.279273405184014
SYN0000059,450,0.7234171518944188,71.43250191339605,0.4906243816302781,0.2140415335246969,,17.149430655656378
SYN0000060,271,0.6076034964065982,58.97020493638274,0.6421518878362725,0.2497553842428707,0.3400903476055021,17.34542911030102
SYN0000061,437,0.6761526598590513,70.77516908173311,0.38531125523333526,0.061463915092386516,0.10890976994152154,40.37879371474988
SYN0000062,353,0.6937976311182242,72.6234620341937,0.37947036037710274,0.07326799149532699,0.1205833540315864,15.888137873481874
SYN0000063,258,0.7257784059768251,83.50155544657437,0.3506887877783407,0.07646719375516581,0.16909755990154615,7.704680173775824
SYN0000064,795,0.8217878705557038,61.12477191197786,0.3733249887433069,0.1951128592990107,0.5137380047282551,5.312322930682864
SYN0000065,88,0.7715515314288868,71.52804176079233,0.4845884865170981,0.2561400179459849,0.29930348744889773,32.08638952167119
SYN0000066,149,0.8497091386928695,51.33745523723953,0.3426720839952536,0.19238122268812308,,40.15511038809367
SYN0000067,218,0.5207306716266449,79.81791672411978,0.5802806622551142,0.10101133388175902,-0.002716456702052547,
SYN0000068,777,0.8254956353379106,59.022204304312254,0.40694211787052204,0.23243775320843266,,16.118296871610234
SYN0000069,578,0.568458784794897,50.32368574699673,0.4491862162482647,0.017645001043161714,0.6796782536111071,10.330997196722018
SYN0000070,714,0.7535488277723548,71.28939798870316,0.5699668757267718,0.3235157034991266,,4.187060203654989
SYN0000071,224,0.37632906869445815,85.26821950395416,0.47483384847871724,0.0985047797842591,0.030309344876593727,7.49954440951963
SYN0000072,599,0.5050761943127622,53.70663662145749,0.6029870039313053,0.10806319824406753,0.7623659868602055,2.9648603832834413
SYN0000073,346,0.5280041376548208,58.943572975338874,0.7199404202532093,0.24794455790803002,,9.346723436453612
SYN0000074,432,0.6881025415595081,63.08070130736063,0.5234433916088279,0.211545933168336,0.26632955653616086,5.830093545077018
SYN0000075,82,0.8079770277464728,58.446040243895965,0.3005075324560599,0.10848456020253275,,23.69746141943011
SYN0000076,524,0.7630020875299918,76.55313466001502,0.3345296087908003,0.09753169632079207,,11.332173541770215
SYN0000077,677,0.7934121782587362,62.31159065946617,0.49940965366656975,0.292821831925306,,3.5191888301587055
SYN0000078,557,0.4735513419136238,63.341823162477574,0.8421186354345978,0.3685672935209739,0.41024290723588386,12.92687940974831
SYN0000079,191,0.8258760616351885,78.99966478418773,0.5059780161679077,0.3318540778030961,,31.105644691672758
SYN0000080,464,0.6594888281349428,62.933824428375786,0.48768026915067064,0.14716909728561348,0.38308971606831976,
SYN0000081,272,0.5341823776669614,77.19336117336867,0.5735892923305811,0.10777166999754254,0.11453027667164822,
SYN0000082,774,0.8705787555052471,60.34337793741548,0.16384884214136458,0.034427597646611685,0.7425206536772342,15.895762756035738
SYN0000083,713,0.8757882492177747,57.45433782941653,0.24128588707958382,0.11707413629735847,,9.63666787844779
SYN0000084,214,0.8270967834259219,49.97460852970893,0.18751891565091416,0.01461569907683603,0.13504434139608554,
SYN0000085,447,0.4411085873574468,94.33443344294075,0.7547147785901847,0.313606191232738,0.34097733940047076,10.366147687189432
SYN0000086,756,0.758686102994104,68.15689161442803,0.2823084732274764,0.040994576221580384,0.4278603991354292,
SYN0000087,689,0.6239628109196013,74.92720041538115,0.5293559564807279,0.15331876740032915,0.4686804855773494,9.635147304945393
SYN0000088,589,0.6971239951589818,71.62740589223041,0.4391193346628494,0.13624332982183124,0.518204897722901,9.688790160392006
SYN0000089,540,0.8563096222077229,73.91954108408716,0.3104842874325653,0.16679390964028817,0.38070324792382443,
SYN0000090,110,0.6687773422381925,72.59623775249247,0.5202881936835543,0.1890655359217468,,28.722289397508433
SYN0000091,614,0.781344525838262,94.89860447043239,0.4724457697780505,0.25379029561631244,0.2791966401845632,13.199035612855573
SYN0000092,420,0.9189003385428238,59.53288090851423,0.14109901293882637,0.059999351481650184,0.3151950949784948,13.134051954585585
SYN0000093,145,0.6308657552624864,53.310454726821874,0.5540681847885132,0.1849339400509996,0.003235793423579242,10.621313766461295
SYN0000094,256,0.4460792789212051,59.85648397818774,0.7359887539881661,0.28990947506696096,0.3209459107515505,
SYN0000095,469,0.7254282914549246,55.98349188289745,0.3778379470358958,0.10326623849082042,,9.131389895708397
SYN0000096,603,0.640356431106951,80.96354462978331,0.5549737915000059,0.19533022260695684,0.6047046938314504,10.992176200071
SYN0000097,445,0.6558920484056637,81.84453851445308,0.5966466159315176,0.2525386643371813,0.4318168090161143,13.260532107699067
SYN0000098,521,0.6439923727529597,60.464213458196085,0.5040317373841965,0.14802411013715627,0.5041480025201983,
SYN0000099,707,0.8538938369883516,55.3147706824441,0.26846310699701287,0.12235694398536451,,11.114786821671201
SYN0000100,573,0.29177832995097447,67.74244016230686,0.6388633291577633,0.3470849992067889,0.793051294950993,7.351164868546725
SYN0000101,340,0.45592411638010083,88.69348653451672,0.7098984760596214,0.2539743596795205,0.3042845032699686,26.46260242514608
SYN0000102,543,0.807611575688644,38.16516698642021,0.44147337002171605,0.24908494571036002,0.5673828584644909,25.662988418612073
SYN0000103,510,0.5765867788228437,78.3195212281905,0.4647416186835476,0.04132839750639126,0.02722536463261946,7.239367798500653
SYN0000104,157,0.4217838419976024,59.090937270616976,0.5615772853940819,0.13979344339647964,0.13869532846150975,16.340196792393865
SYN0000105,122,0.47719888078789763,84.48440575849528,0.8785196531821393,0.4013207723942417,,11.806038005751741
SYN0000106,555,0.8935709947869518,59.064912709478975,0.2132427476137454,0.10681374240069716,0.3437738931748313,13.224815517421316
SYN0000107,359,0.3692513504986352,68.57501007340991,0.5766568324158372,0.20740548191720193,0.26068196756603673,8.192914915944227
SYN0000108,510,0.8494870176627826,53.92465079232524,0.21221618732141068,0.06170320498419322,,9.758375924852281
SYN0000109,312,0.8399018158448224,60.27290579402283,0.3107041829730025,0.1506059988178249,0.47891879385822445,7.994284609567325
SYN0000110,242,0.7285414598561049,88.63006995655343,0.5404559854615323,0.26899744531763714,-0.024029514476438446,4.025584916403768
SYN0000111,188,0.7518192706061182,81.8469442306807,0.5534678999079455,0.30528717051406373,0.0686484357108749,20.564234033337364
SYN0000112,354,0.7895987690432125,67.17998217419189,0.25993007141701746,0.04952884046022995,,31.096598300637073
SYN0000113,667,0.7102311278638432,61.557931557548926,0.4190769005464626,0.1293080284103059,0.2976778141558586,5.8069165408291745
SYN0000114,368,0.6356922557572939,49.27431436185823,0.5529293077483693,0.1886215635056633,,17.189491925925946
SYN0000115,353,0.6650564561735285,67.27611945718819,0.6565689339845617,0.3216253901580902,0.5286249422566864,10.821998232095567
SYN0000116,494,0.45802459026055287,71.62916096896443,0.7942932653239532,0.33626867506340036,0.45024676965390636,
SYN0000117,784,0.8293621102017849,70.99134770598619,0.3188859719279303,0.14824808212971513,0.4274182140503248,
SYN0000118,362,0.8294605267136456,70.87449686428596,0.4658812029352651,0.29534172964891064,0.29361757465325783,14.252879316010372
SYN0000119,504,0.6749716856430875,58.53828447327689,0.556401243438122,0.2313729290812096,0.23528243349587563,10.707418865358717
