accession,length,I1_hi_conf_frac,I2_mean_plddt,I3_plddt_entropy,C1_low_conf_frac,C2_pae_offdiag,msa_depth
SYN0000000,760,0.6254344936738523,45.59501193021526,0.5563535091924231,0.18178800286627542,,
SYN0000001,530,0.7020812844841591,63.695129394306115,0.464102685777785,0.16618397026194412,0.40737366596625446,11.014203792926049
SYN0000002,572,0.7948281543023391,48.37444071503708,0.3946223009385852,0.18945045524092433,0.6535050821624959,6.548291491703263
SYN0000003,725,0.7917199179591067,32.98273901404154,0.35421898443650657,0.14593890239561322,0.8241299877079694,14.083280024719269
SYN0000004,496,0.7314092877828992,65.63861580273226,0.3228675298831207,0.05427681766601985,0.4820024154198176,9.320589807779118
SYN0000005,638,0.8466548665530823,88.00271820123268,0.3888111456749027,0.235466012227985,0.3640530137660723,
SYN0000006,680,0.8341823137403067,72.56543887356712,0.40537885567518694,0.23956116941549369,0.5194572125103164,6.92866427621751
SYN0000007,242,0.8921690128892117,57.92945151114024,0.2095632850317095,0.10173229792092119,0.14399520772214758,
SYN0000008,119,0.8313985786749419,60.71160158157093,0.2168040708664965,0.04820264954143842,0.3065256832104164,36.74685307162502
SYN0000009,296,0.49772734234673516,85.5673587630001,0.9302412079889684,0.43251386564223315,0.4654214917632365,16.003179079559224
SYN0000010,285,0.8257286885036405,73.89151948078158,0.21639347712566265,0.042122165629303106,-0.067108255906068,14.673814591825199
SYN0000011,708,0.4631086003592022,72.57599089874468,0.9340542918607522,0.52905430849845,0.7576850084314964,7.084777674364731
SYN0000012,737,0.8640027734037624,71.35845853394332,0.21239609873490767,0.07639887213867008,0.3700568618121634,12.447164822490988
SYN0000013,83,0.7745350623383881,72.46080313866416,0.2513215079859513,0.02585657032433939,,
SYN0000014,439,0.7302656302934712,81.66486776332557,0.45836051328326716,0.1886261435767384,0.2981026933174072,9.197617033348964
SYN0000015,671,0.8706774089287146,78.6308075682729,0.3338562045788809,0.2045336135075955,,
SYN0000016,174,0.789750296931757,74.58845640029394,0.36078505119696536,0.15053534812872238,-0.2088174024776698,30.408467685336195
SYN0000017,653,0.7240660612958711,59.48557970891987,0.7752236432884435,0.5007102954156853,0.9747168958181743,
SYN0000018,165,0.6496351496934595,78.13330517891673,0.5356512982955518,0.18528644798901128,0.13102967016066813,
SYN0000019,416,0.6413614173866433,63.78903506409007,0.5010736642574855,0.1424350816441288,,13.578579287012944
SYN0000020,667,0.3613615904013816,85.12614811080574,0.7478463367420822,0.3864847463407006,0.5634713588885653,4.910383807166808
SYN0000021,298,0.7909264917085472,56.74739013931047,0.3493397034713779,0.1402661951799251,,23.85660907709524
